The Hairdresser's Husband|Comedy|7.3
Ernest Goes to Jail|Comedy|5.4
Madhouse|Comedy|5.5
A Cry in the Wild|Action|5.6
The Long Walk Home|Drama|7.3
Mountains of the Moon|Adventure|7.2
Two Evil Eyes|Horror|6.1
Mr. & Mrs. Bridge|Drama|6.6
Trust|Comedy|7.4
Crazy People|Comedy|6.0
A Shock to the System|Comedy|6.7
The Boyfriend School|Comedy|5.8
Roger Corman's Frankenstein Unbound|Drama|5.5
Nuns on the Run|Comedy|6.0
Q&A|Crime|6.6
An Angel at My Table|Biography|7.5
Stanley & Iris|Drama|6.4
Flashback|Action|6.2
Men Don't Leave|Comedy|6.7
Ski Patrol|Action|5.2
Ghost Dad|Comedy|4.4
Book of Love|Comedy|6.2
Hidden Agenda|Drama|6.9
Everybody's Fine|Drama|7.7
Spaced Invaders|Adventure|5.3
Meet the Applegates|Comedy|5.5
Betsy's Wedding|Comedy|5.6
Def by Temptation|Horror|4.7
Heart Condition|Comedy|5.6
My Father's Glory|Adventure|7.6
Vincent & Theo|Biography|6.9
Streets|Action|5.7
Stella|Drama|6.2
The Forbidden Dance|Drama|3.9
Loose Cannons|Action|4.9
A Tale of Springtime|Comedy|7.2
To Sleep with Anger|Drama|7.2
Where the Heart Is|Comedy|6.0
Love at Large|Comedy|5.7
Boiling Point|Action|6.8
Downtown|Action|5.7
Short Time|Comedy|6.4
American Ninja 4: The Annihilation|Action|4.0
Gate 2: The Trespassers|Fantasy|4.8
Come See the Paradise|Drama|6.7
The Garden|Drama|6.4
Lambada|Drama|3.5
The Shrimp on the Barbie|Comedy|5.7
May Fools|Comedy|7.3
The Last of the Finest|Action|5.8
Strangers in Good Company|Drama|7.7
Opportunity Knocks|Comedy|6.0
Funny About Love|Comedy|4.9
Graffiti Bridge|Drama|4.5
Coupe de Ville|Comedy|6.7
Sibling Rivalry|Comedy|5.4
Vital Signs|Drama|5.4
Body Chemistry|Drama|4.3
The Haunting of Morella|Horror|4.4
The Fourth War|Drama|5.6
Tune in Tomorrow...|Comedy|6.2
Impulse|Crime|5.7
La discrète|Drama|7.0
Heaven and Earth|Action|7.0
Crossing the Line|Crime|5.8
Mindwalk|Drama|7.6
The Nasty Girl|Comedy|7.3
Archangel|Comedy|6.5
Terminator 2: Judgment Day|Action|8.5
Point Break|Action|7.3
The Silence of the Lambs|Crime|8.6
Hook|Adventure|6.8
Boyz n the Hood|Crime|7.8
Cape Fear|Crime|7.3
Career Opportunities|Comedy|5.9
The Addams Family|Comedy|6.9
Thelma & Louise|Adventure|7.5
Y Tu Mamá También|Drama|7.6
Robin Hood: Prince of Thieves|Action|6.9
The Doors|Biography|7.2
Beauty and the Beast|Animation|8.0
Fried Green Tomatoes|Drama|7.7
JFK|Drama|8.0
The Rocketeer|Action|6.5
My Girl|Comedy|6.9
Backdraft|Action|6.7
Bill & Ted's Bogus Journey|Adventure|6.3
Father of the Bride|Comedy|6.5
City Slickers|Comedy|6.8
Don't Tell Mom the Babysitter's Dead|Comedy|6.3
The Fisher King|Comedy|7.5
Sex and Zen|Comedy|5.6
Sleeping with the Enemy|Drama|6.3
The Beautiful Troublemaker|Drama|7.6
Return to the Blue Lagoon|Adventure|5.2
The Last Boy Scout|Action|7.0
Star Trek VI: The Undiscovered Country|Action|7.2
My Own Private Idaho|Drama|7.0
Drop Dead Fred|Comedy|5.9
Hot Shots!|Action|6.8
Hudson Hawk|Action|5.8
The Prince of Tides|Drama|6.7
Barton Fink|Comedy|7.7
Nothing But Trouble|Comedy|5.1
What About Bob?|Comedy|7.0
Naked Lunch|Drama|7.0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze|Action|6.0
The Naked Gun 2½: The Smell of Fear|Comedy|6.9
Double Impact|Action|5.6
The Commitments|Comedy|7.6
The Man in the Moon|Drama|7.3
The Double Life of Véronique|Drama|7.8
New Jack City|Action|6.7
Toy Soldiers|Action|6.6
The People Under the Stairs|Comedy|6.4
Regarding Henry|Drama|6.7
Bugsy|Biography|6.8
Doc Hollywood|Comedy|6.2
Delicatessen|Comedy|7.6
Night on Earth|Comedy|7.7
Child's Play 3|Horror|5.1
Freddy's Dead: The Final Nightmare|Fantasy|4.9
Oscar|Comedy|6.5
The Lovers on the Bridge|Drama|7.6
Highlander II: The Quickening|Action|4.2
Stone Cold|Action|6.0
Wild Hearts Can't Be Broken|Drama|7.2
Showdown in Little Tokyo|Action|6.1
Jungle Fever|Drama|6.6
Harley Davidson and the Marlboro Man|Action|6.1
Not Without My Daughter|Drama|6.4
Defending Your Life|Comedy|7.2
Flight of the Intruder|Action|5.8
Problem Child 2|Comedy|4.9
The Hard Way|Action|6.4
Ricochet|Action|6.2
L.A. Story|Comedy|6.7
Rush|Action|6.8
Dead Again|Crime|6.9
Out for Justice|Action|6.1
Only Yesterday|Animation|7.6
The Indian Runner|Drama|7.0
An American Tail: Fievel Goes West|Animation|6.5
Life Stinks|Comedy|5.9
Frankie and Johnny|Comedy|6.7
Grand Canyon|Crime|6.9
Close My Eyes|Drama|6.3
Homicide|Crime|7.0
Soapdish|Comedy|6.6
Curly Sue|Comedy|5.9
The Rapture|Drama|6.3
Mannequin: on the Move|Comedy|4.4
Rock-A-Doodle|Animation|6.1
Necessary Roughness|Comedy|6.2
Cool as Ice|Comedy|2.9
Wild Orchid II: Two Shades of Blue|Drama|4.0
Switch|Comedy|5.8
White Fang|Adventure|6.7
Until the End of the World|Action|6.8
Only the Lonely|Comedy|6.4
Dutch|Comedy|6.5
Shattered|Crime|6.5
Raise the Red Lantern|Drama|8.1
Suburban Commando|Action|4.5
Popcorn|Comedy|5.8
Mobsters|Crime|6.0
Operation Condor|Action|7.3
If Looks Could Kill|Action|5.8
The Butcher's Wife|Comedy|5.4
Dying Young|Drama|6.1
Dogfight|Comedy|7.4
Whore|Drama|5.6
Hear My Song|Comedy|7.0
Other People's Money|Comedy|6.2
Delirious|Comedy|5.9
Flirting|Drama|7.2
The Pit and the Pendulum|Horror|6.0
High Heels|Comedy|7.1
Little Man Tate|Drama|6.6
Shadows and Fog|Comedy|6.7
Shakes the Clown|Comedy|5.6
Black Robe|Adventure|7.1
Billy Bathgate|Crime|5.9
Europa|Drama|7.6
The Doctor|Drama|7.0
Kafka|Drama|6.9
Johnny Suede|Comedy|5.8
Mystery Date|Comedy|6.0
Ernest Scared Stupid|Comedy|5.8
The Five Heartbeats|Drama|7.6
Mississippi Masala|Drama|6.7
The Marrying Man|Comedy|5.8
He Said, She Said|Comedy|5.6
Poison|Drama|6.4
King Ralph|Comedy|5.3
Enchanted April|Drama|7.4
Mediterraneo|Comedy|7.5
House Party 2|Comedy|5.3
Deceived|Crime|6.2
The Perfect Weapon|Action|6.0
Class Action|Drama|6.4
Under Suspicion|Crime|6.5
Edward II|Drama|6.8
The Princess and the Goblin|Animation|6.8
Rambling Rose|Drama|6.6
Big Girls Don't Cry... They Get Even|Comedy|6.5
K2|Adventure|6.2
Prospero's Books|Drama|6.9
Pure Luck|Comedy|5.8
F/X2|Action|5.9
The Adjuster|Comedy|6.7
Mortal Thoughts|Mystery|5.7
Another You|Comedy|5.4
For the Boys|Comedy|6.4
Beastmaster 2: Through the Portal of Time|Action|4.1
McBain|Action|4.8
Eve of Destruction|Action|4.9
A Rage in Harlem|Comedy|5.9
Rhapsody in August|Drama|7.2
Kickboxer 2: the Road Back|Action|4.5
V.I. Warshawski|Action|5.0
The Super|Comedy|5.6
Proof|Drama|7.2
At Play in the Fields of the Lord|Drama|6.8
True Colors|Drama|6.3
Impromptu|Biography|6.9
A Kiss Before Dying|Crime|5.7
Guilty by Suspicion|Drama|6.5
Scissors|Horror|5.2
Where Angels Fear to Tread|Drama|6.4
Tous les matins du monde|Biography|7.5
The Hitman|Action|5.4
Bingo|Adventure|4.9
Queens Logic|Comedy|5.9
Body Parts|Horror|5.6
One Good Cop|Action|5.9
Year of the Gun|Action|5.6
Strictly Business|Comedy|5.5
The Efficiency Expert|Comedy|6.2
All I Want for Christmas|Comedy|6.0
29th Street|Comedy|7.3
Shout|Drama|5.3
Daughters of the Dust|Drama|6.6
Once Around|Comedy|6.5
Sólo con tu pareja|Comedy|6.9
The Taking of Beverly Hills|Action|5.1
Run|Action|6.2
Paradise|Drama|6.7
Madame Bovary|Drama|6.6
Company Business|Action|5.6
Talent for the Game|Drama|6.0
City of Hope|Crime|7.3
Riff-Raff|Comedy|7.1
The Object of Beauty|Comedy|5.7
Liebestraum|Mystery|5.9
Voyager|Drama|6.7
Closet Land|Drama|7.1
Timebomb|Action|5.4
Crooked Hearts|Drama|6.0
The Unborn|Drama|4.6
Van Gogh|Biography|7.2
Late for Dinner|Drama|6.4
Lovers: A True Story|Action|7.0
Johnny Stecchino|Comedy|7.2
Stepping Out|Comedy|6.4
The Inner Circle|Biography|7.1
Mon père, ce héros.|Comedy|6.1
Defenseless|Mystery|5.6
Reservoir Dogs|Crime|8.3
Basic Instinct|Drama|7.0
Candyman|Horror|6.6
My Cousin Vinny|Comedy|7.6
The Last of the Mohicans|Action|7.7
Dracula|Horror|7.4
Unforgiven|Drama|8.2
A Few Good Men|Drama|7.7
A League of Their Own|Comedy|7.3
The Bodyguard|Action|6.3
Scent of a Woman|Drama|8.0
Batman Returns|Action|7.0
The Mighty Ducks|Comedy|6.6
Aladdin|Animation|8.0
Sister Act|Comedy|6.4
Alien 3|Action|6.5
Death Becomes Her|Comedy|6.6
Far and Away|Adventure|6.6
The Crying Game|Crime|7.3
Howards End|Drama|7.4
Under Siege|Action|6.5
Deep Cover|Action|6.9
Single White Female|Drama|6.4
Cool World|Animation|4.9
Glengarry Glen Ross|Crime|7.7
Wayne's World|Comedy|7.0
Army of Darkness|Comedy|7.5
A River Runs Through It|Drama|7.2
Twin Peaks: Fire Walk with Me|Drama|7.3
Of Mice and Men|Drama|7.5
Beethoven|Comedy|5.7
Universal Soldier|Action|6.0
Buffy the Vampire Slayer|Action|5.7
Sleepwalkers|Fantasy|5.3
Chaplin|Biography|7.5
The Lover|Biography|6.9
Home Alone 2: Lost in New York|Adventure|6.8
The Hand That Rocks the Cradle|Drama|6.6
Newsies|Drama|6.9
Malcolm X|Biography|7.7
Patriot Games|Action|6.9
Dead Alive|Comedy|7.5
Poison Ivy|Drama|5.4
Sneakers|Comedy|7.1
The Lawnmower Man|Horror|5.4
The Player|Comedy|7.5
Encino Man|Comedy|5.8
White Men Can't Jump|Comedy|6.8
Lethal Weapon 3|Action|6.7
American Me|Biography|7.2
El Mariachi|Action|6.9
Bitter Moon|Drama|7.2
Pet Sematary II|Fantasy|4.9
Bad Lieutenant|Crime|7.1
Singles|Comedy|6.7
FernGully: The Last Rainforest|Animation|6.5
HouseSitter|Comedy|6.1
School Ties|Drama|6.9
Hoffa|Biography|6.6
Juice|Action|7.1
Damage|Drama|6.8
Forever Young|Drama|6.3
Man Bites Dog|Comedy|7.5
3 Ninjas|Action|5.3
Hellraiser III: Hell on Earth|Horror|5.5
Body of Evidence|Drama|4.5
Honey, I Blew Up the Kid|Adventure|4.9
Captain Ron|Adventure|5.8
The Cutting Edge|Comedy|6.9
Passenger 57|Action|5.9
Jamón, Jamón|Comedy|6.4
Children of the Corn II: the Final Sacrifice|Horror|4.3
Ladybugs|Comedy|5.5
Radio Flyer|Drama|7.0
Strictly Ballroom|Comedy|7.2
Raising Cain|Crime|6.1
Orlando|Biography|7.2
Gladiator|Action|6.5
Split Second|Action|6.2
Tom and Jerry: The Movie|Animation|5.4
Toys|Adventure|5.1
Romper Stomper|Crime|6.8
1492: Conquest of Paradise|Adventure|6.5
Pure Country|Drama|7.0
Boomerang|Comedy|5.5
The Power of One|Drama|7.2
Dr. Giggles|Comedy|5.2
Sidekicks|Action|5.1
Medicine Man|Adventure|6.0
Honeymoon in Vegas|Comedy|5.8
Thunderheart|Crime|6.8
Stop! Or My Mom Will Shoot|Action|4.3
Innocent Blood|Action|6.2
Unlawful Entry|Crime|6.3
Lorenzo's Oil|Biography|7.3
Final Analysis|Drama|5.9
One False Move|Crime|7.1
Stay Tuned|Adventure|6.2
Consenting Adults|Crime|5.7
Fortress|Action|5.9
Once Upon a Crime...|Comedy|5.9
Mom and Dad Save the World|Adventure|5.4
Supercop|Action|6.9
Jennifer 8|Crime|6.3
Bébé's Kids|Animation|5.8
Memoirs of an Invisible Man|Comedy|6.0
Peter's Friends|Comedy|7.0
Freejack|Action|5.4
Como agua para chocolate|Drama|7.1
Leap of Faith|Comedy|6.1
Noises Off...|Comedy|7.5
Class Act|Comedy|6.1
Diggstown|Drama|7.0
Indochine|Drama|7.1
Nemesis|Action|5.4
Kuffs|Action|5.9
Shining Through|Drama|6.4
Mo' Money|Action|5.5
Husbands and Wives|Comedy|7.5
Trespass|Action|6.3
Love Potion No. 9|Comedy|5.7
Rapid Fire|Action|6.3
Wind|Action|6.4
Hero|Comedy|6.5
South Central|Crime|6.8
The Muppet Christmas Carol|Comedy|7.7
Un Coeur en Hiver|Drama|7.6
Tokyo Decadence|Drama|6.0
Mr. Baseball|Comedy|6.0
Love Crimes|Romance|4.2
Naked Killer|Action|6.0
CrissCross|Crime|5.8
Waterland|Drama|6.6
The Distinguished Gentleman|Comedy|5.9
White Sands|Action|6.0
Belle Epoque|Comedy|7.1
Swoon|Crime|6.7
Knight Moves|Crime|6.1
Light Sleeper|Crime|6.8
A Midnight Clear|Drama|7.2
Bob Roberts|Comedy|7.0
Sarafina!|Drama|6.3
For a Lost Soldier|Drama|7.5
In the Soup|Comedy|7.1
A Stranger Among Us|Crime|5.6
Where the Day Takes You|Crime|6.6
Passion Fish|Drama|7.4
That Night|Drama|6.6
Gas Food Lodging|Drama|6.6
American Heart|Crime|6.7
The Babe|Biography|5.9
La sentinelle|Drama|6.6
Christopher Columbus: The Discovery|Adventure|4.5
Claire of the Moon|Drama|5.1
Prelude to a Kiss|Comedy|5.6
The Best Intentions|Biography|7.8
The Public Eye|Crime|6.5
Article 99|Comedy|6.1
The Mambo Kings|Drama|6.4
Into the West|Adventure|7.0
The Playboys|Drama|6.3
City of Joy|Drama|6.5
Straight Talk|Comedy|5.8
Qing shao nian nuo zha|Crime|7.6
Love Field|Drama|6.6
Mr. Saturday Night|Comedy|5.9
Twin Dragons|Action|6.5
Aces: Iron Eagle III|Action|3.7
The Living End|Comedy|6.5
Simple Men|Crime|7.2
Guncrazy|Crime|5.5
Folks!|Comedy|5.7
Léolo|Comedy|7.5
Night and the City|Comedy|5.8
Whispers in the Dark|Drama|5.6
Zebrahead|Drama|6.3
Hyenas|Comedy|7.4
A Tale of Winter|Drama|7.3
Man Trouble|Comedy|4.7
Laws of Gravity|Crime|6.8
Brain Donors|Comedy|7.1
Out on a Limb|Comedy|5.3
Tetsuo II: Body Hammer|Action|6.4
Traces of Red|Crime|5.2
Storyville|Drama|5.8
Rescue Me|Action|5.2
Map of the Human Heart|Adventure|7.1
Ruby Cairo|Mystery|5.0
The Waterdance|Drama|6.8
Year of the Comet|Action|5.8
This Is My Life|Drama|6.1
Mistress|Comedy|5.4
Passed Away|Comedy|5.8
Blame It on the Bellboy|Comedy|5.5
Leaving Normal|Comedy|6.6
House of Angels|Comedy|6.4
The Long Day Closes|Biography|7.4
Once Upon a Time in China III|Action|6.8
Shadow of the Wolf|Adventure|5.7
The Gun in Betty Lou's Handbag|Comedy|5.1
Tombstone|Action|7.8
The Sandlot|Comedy|7.8
Jurassic Park|Action|8.1
Dazed and Confused|Comedy|7.6
Schindler's List|Biography|8.9
True Romance|Crime|7.9
Naked|Comedy|7.8
Robin Hood: Men in Tights|Adventure|6.7
A Bronx Tale|Crime|7.8
What's Eating Gilbert Grape|Drama|7.7
Hocus Pocus|Comedy|6.9
Carlito's Way|Crime|7.9
Mrs. Doubtfire|Comedy|7.0
The Fugitive|Action|7.8
Demolition Man|Action|6.7
Dennis the Menace|Comedy|5.6
Falling Down|Action|7.6
The Pelican Brief|Crime|6.6
The Firm|Drama|6.8
Last Action Hero|Action|6.4
Sister Act 2: Back in the Habit|Comedy|5.6
Groundhog Day|Comedy|8.0
Philadelphia|Drama|7.7
Super Mario Bros.|Adventure|4.1
Sleepless in Seattle|Comedy|6.8
Cliffhanger|Action|6.4
The Piano|Drama|7.6
The Nightmare Before Christmas|Animation|8.0
Rookie of the Year|Comedy|6.1
Blood In, Blood Out|Crime|8.0
In the Name of the Father|Biography|8.1
Alive|Biography|7.1
Addams Family Values|Comedy|6.8
Indecent Proposal|Drama|6.0
In the Line of Fire|Action|7.2
The Age of Innocence|Drama|7.2
Menace II Society|Crime|7.5
Gettysburg|Drama|7.6
The Three Musketeers|Action|6.4
Homeward Bound: The Incredible Journey|Adventure|6.9
The Secret Garden|Drama|7.3
Free Willy|Adventure|6.0
RoboCop 3|Action|4.1
The Remains of the Day|Drama|7.8
Hard Target|Action|6.2
Fire in the Sky|Biography|6.5
Cool Runnings|Adventure|7.0
Dave|Comedy|6.8
Kalifornia|Crime|6.7
Benny & Joon|Comedy|7.2
Sliver|Drama|5.0
Rudy|Biography|7.5
Coneheads|Comedy|5.3
So I Married an Axe Murderer|Comedy|6.5
Hot Shots! Part Deux|Action|6.6
Much Ado About Nothing|Comedy|7.3
The Crush|Drama|5.8
Loaded Weapon 1|Action|6.2
This Boy's Life|Biography|7.3
Three Colors: Blue|Drama|7.9
Grumpy Old Men|Comedy|7.0
A Perfect World|Crime|7.5
Leprechaun|Comedy|4.8
Malice|Crime|6.4
What's Love Got to Do with It|Biography|7.3
Short Cuts|Comedy|7.7
Son in Law|Comedy|5.8
Striking Distance|Action|5.9
Return of the Living Dead III|Horror|5.9
Searching for Bobby Fischer|Biography|7.4
Jason Goes to Hell: the Final Friday|Fantasy|4.2
Matinee|Comedy|6.9
The Good Son|Drama|6.4
The Beverly Hillbillies|Comedy|5.0
Beethoven's 2nd|Comedy|4.9
Killing Zoe|Crime|6.5
Cronos|Fantasy|6.7
Geronimo: An American Legend|Drama|6.5
Wayne's World 2|Comedy|6.2
Point of No Return|Action|6.1
Boxing Helena|Drama|4.7
Romeo Is Bleeding|Crime|6.6
Rising Sun|Action|6.3
For Love or Money|Comedy|6.2
Teenage Mutant Ninja Turtles III|Action|4.8
Body Snatchers|Horror|6.0
Stalingrad|Drama|7.5
Airborne|Adventure|6.3
The Thing Called Love|Comedy|6.4
The Vanishing|Drama|6.3
The House of the Spirits|Drama|6.9
Undercover Blues|Comedy|6.1
Little Buddha|Drama|6.1
Dragon|Action|7.0
Poetic Justice|Drama|6.1
The Joy Luck Club|Drama|7.7
The Cement Garden|Drama|7.1
Untamed Heart|Drama|6.8
Batman: Mask of the Phantasm|Animation|7.8
Freaked|Comedy|6.4
Swing Kids|Drama|6.8
Heart and Souls|Comedy|7.0
Needful Things|Crime|6.3
Ruby in Paradise|Drama|7.0
Six Degrees of Separation|Comedy|6.8
The Man Without a Face|Drama|6.7
Farewell My Concubine|Drama|8.1
Sniper|Action|6.1
Judgment Night|Action|6.6
Shadowlands|Biography|7.3
Arizona Dream|Comedy|7.3
Nowhere to Run|Action|5.7
King of the Hill|Drama|7.4
Mad Dog and Glory|Comedy|6.2
We're Back! A Dinosaur's Story|Animation|6.1
Red Rock West|Crime|7.0
The Program|Action|6.5
Ghost in the Machine|Horror|4.6
Fearless|Drama|7.1
Manhattan Murder Mystery|Comedy|7.3
Surf Ninjas|Action|5.1
Weekend at Bernie's II|Adventure|4.8
Les visiteurs|Comedy|7.1
The Adventures of Huck Finn|Adventure|6.2
Made in America|Comedy|5.1
Dream Lover|Drama|6.2
M. Butterfly|Drama|6.8
The Dark Half|Horror|6.0
Only the Strong|Action|6.6
My Life|Drama|6.8
Mi vida loca|Crime|6.5
Look Who's Talking Now|Comedy|4.4
The Meteor Man|Action|5.2
Fatal Instinct|Comedy|5.8
CB4|Comedy|6.3
Calendar Girl|Comedy|5.1
Heaven & Earth|Action|6.8
Indian Summer|Comedy|6.6
Once Upon a Forest|Animation|6.5
Posse|Western|5.5
Flesh and Bone|Drama|6.2
Sommersby|Drama|6.2
Even Cowgirls Get the Blues|Comedy|4.4
Life with Mikey|Comedy|5.6
Best of the Best II|Action|5.6
The Thief and the Cobbler|Animation|7.1
My Boyfriend's Back|Comedy|5.4
Warlock: The Armageddon|Action|5.4
The Scent of Green Papaya|Drama|7.4
Kika|Comedy|6.5
Wide Sargasso Sea|Drama|5.7
Iron Monkey|Action|7.5
Mr. Nanny|Action|3.8
The Real McCoy|Crime|5.5
3 Ninjas: Knuckle Up|Action|4.3
Father Hood|Adventure|4.9
Faraway, So Close!|Drama|7.3
Dangerous Game|Drama|5.6
Deadfall|Crime|4.0
A Home of Our Own|Biography|7.1
A Far Off Place|Adventure|6.6
Guilty as Sin|Crime|5.6
The Wedding Banquet|Comedy|7.6
Another Stakeout|Comedy|5.6
Aspen Extreme|Drama|6.0
Suture|Drama|6.6
Blink|Crime|6.2
Where the Rivers Flow North|Drama|6.7
Sugar Hill|Crime|5.9
Man's Best Friend|Comedy|5.2
Mr. Jones|Drama|5.8
Carnosaur|Horror|3.6
Mr. Wonderful|Comedy|5.9
Cop & ½|Comedy|4.1
Madadayo|Drama|7.3
Caro diario|Biography|7.3
Jack the Bear|Comedy|6.5
Money for Nothing|Comedy|5.7
Naked in New York|Comedy|5.6
Son of the Pink Panther|Comedy|3.9
Jung on zo|Action|6.8
Totally F***ed Up|Comedy|6.4
Bodies, Rest & Motion|Drama|5.7
House of Cards|Drama|6.2
Bhaji on the Beach|Comedy|6.4
Silent Tongue|Drama|5.3
Amos & Andrew|Comedy|5.7
Splitting Heirs|Comedy|5.5
Born Yesterday|Comedy|5.2
Mother's Boys|Drama|5.4
The Nutcracker|Family|5.9
Philadelphia Experiment II|Action|4.5
Blue|Biography|7.3
Fear of a Black Hat|Comedy|7.2
Ed and His Dead Mother|Comedy|6.0
Boiling Point|Action|5.0
A Dangerous Woman|Drama|5.8
Josh and S.A.M.|Adventure|5.7
Ethan Frome|Drama|6.2
The Night We Never Met|Comedy|6.0
The Shawshank Redemption|Drama|9.3
Pulp Fiction|Crime|8.9
Forrest Gump|Drama|8.8
Léon: The Professional|Action|8.5
True Lies|Action|7.2
The Lion King|Animation|8.5
The Mask|Action|6.9
Speed|Action|7.2
Stargate|Action|7.1
The Little Rascals|Comedy|6.3
Dumb and Dumber|Comedy|7.3
Legends of the Fall|Drama|7.5
Natural Born Killers|Action|7.3
The Crow|Action|7.6
Interview with the Vampire: the Vampire Chronicles|Drama|7.5
Four Weddings and a Funeral|Comedy|7.1
The Flintstones|Comedy|4.9
Ace Ventura: Pet Detective|Comedy|6.9
Little Women|Drama|7.3
Street Fighter|Action|4.0
Chungking Express|Comedy|8.1
Clear and Present Danger|Action|6.9
D2: The Mighty Ducks|Comedy|6.1
Heavenly Creatures|Biography|7.3
Clerks|Comedy|7.7
Camp Nowhere|Adventure|6.1
Maverick|Action|7.0
Wyatt Earp|Adventure|6.7
The Last Seduction|Crime|7.1
The Adventures of Priscilla, Queen of the Desert|Comedy|7.5
Little Giants|Comedy|6.4
Ed Wood|Biography|7.8
Star Trek: Generations|Action|6.6
Disclosure|Drama|6.1
Angels in the Outfield|Comedy|6.2
In the Mouth of Madness|Drama|7.2
Richie Rich|Comedy|5.4
Beverly Hills Cop III|Action|5.6
Reality Bites|Comedy|6.6
Naked Gun 33 1/3: the Final Insult|Comedy|6.5
Sirens|Comedy|5.9
Three Colors: Red|Drama|8.1
Junior|Comedy|4.6
New Nightmare|Fantasy|6.5
Baby's Day Out|Adventure|6.2
The River Wild|Adventure|6.4
Airheads|Comedy|6.1
Texas Chainsaw Massacre: The Next Generation|Comedy|3.3
The Next Karate Kid|Action|4.5
Blown Away|Action|6.2
Color of Night|Mystery|5.2
North|Adventure|4.5
Muriel's Wedding|Comedy|7.2
The Client|Crime|6.7
Blank Check|Comedy|5.3
It Could Happen to You|Comedy|6.4
Only You|Comedy|6.5
Once Were Warriors|Crime|7.9
Wolf|Drama|6.2
Mary Shelley's Frankenstein|Drama|6.4
Exit to Eden|Comedy|4.3
The Jungle Book|Adventure|6.0
The Hudsucker Proxy|Comedy|7.2
Timecop|Action|5.9
The Santa Clause|Comedy|6.5
The Specialist|Action|5.6
The Pagemaster|Animation|6.1
Shallow Grave|Crime|7.3
Serial Mom|Comedy|6.8
Bad Girls|Action|5.2
The Shadow|Action|6.1
When a Man Loves a Woman|Drama|6.6
Blue Sky|Drama|6.4
Quiz Show|Biography|7.5
Surviving the Game|Action|6.2
My Father the Hero|Comedy|5.5
Nell|Drama|6.5
Three Colors: White|Comedy|7.6
My Girl 2|Comedy|5.3
Chasers|Action|5.1
The Getaway|Action|5.8
Major League II|Comedy|5.6
Torment|Crime|7.1
Don Juan DeMarco|Comedy|6.7
Exotica|Drama|7.1
Clifford|Comedy|5.5
Thumbelina|Animation|6.4
Double Dragon|Action|3.8
Death and the Maiden|Drama|7.3
PCU|Comedy|6.6
The Postman|Biography|7.7
8 Seconds|Biography|6.6
The Madness of King George|Biography|7.2
Of Love and Shadows|Drama|5.1
Nobody's Fool|Comedy|7.4
Wagons East|Adventure|4.8
The Secret of Roan Inish|Drama|7.5
Above the Rim|Crime|6.6
Greedy|Comedy|6.3
With Honors|Comedy|6.7
Police Academy: Mission to Moscow|Comedy|3.5
Little Big League|Comedy|6.1
On Deadly Ground|Action|4.6
Ready to Wear|Comedy|5.2
Bullets Over Broadway|Comedy|7.4
Queen Margot|Biography|7.4
Crooklyn|Comedy|7.0
Spanking the Monkey|Comedy|6.3
The Legend of Drunken Master|Action|7.6
Intersection|Drama|5.4
Sister My Sister|Drama|6.6
Miracle on 34th Street|Family|6.5
The Swan Princess|Animation|6.5
Threesome|Comedy|6.3
The War|Drama|6.8
The Chase|Action|5.8
Milk Money|Comedy|5.6
Renaissance Man|Comedy|6.2
S.F.W.|Comedy|5.8
Jason's Lyric|Crime|6.6
Immortal Beloved|Biography|7.4
Eat Drink Man Woman|Comedy|7.8
Blue Chips|Drama|6.2
The Cowboy Way|Action|5.9
No Escape|Action|6.1
The Road to Wellville|Comedy|5.9
Andre|Adventure|5.7
Highlander: The Final Dimension|Action|4.5
Cemetery Man|Comedy|7.1
Death Machine|Action|5.6
Ashes of Time|Action|7.1
Brainscan|Comedy|6.1
Cabin Boy|Adventure|5.3
Guarding Tess|Comedy|6.2
Black Beauty|Adventure|6.6
Iron Will|Adventure|6.6
Drop Zone|Action|5.6
Through the Olive Trees|Drama|7.8
To Live|Drama|8.3
In the Army Now|Comedy|5.0
Trapped in Paradise|Adventure|5.9
Death Wish: The Face of Death|Action|4.9
City Slickers II: the Legend of Curly's Gold|Comedy|5.5
Corrina, Corrina|Comedy|6.6
The Ref|Comedy|6.9
I.Q.|Comedy|6.2
3 Ninjas Kick Back|Action|4.6
It's Pat: the Movie|Comedy|2.7
The Favor|Comedy|5.2
The Paper|Comedy|6.6
Terminal Velocity|Action|5.5
China Moon|Crime|6.3
Cops and Robbersons|Comedy|5.2
Little Odessa|Crime|6.7
Lassie|Family|5.9
Monkey Trouble|Adventure|5.3
Fresh|Crime|7.6
The Puppet Masters|Horror|5.9
The Scout|Comedy|5.4
Backbeat|Biography|6.7
Leprechaun 2|Comedy|4.6
Love Affair|Comedy|6.0
Mixed Nuts|Comedy|5.4
Silent Fall|Drama|5.9
House Party 3|Comedy|4.7
The Air Up There|Comedy|5.5
Sleep with Me|Comedy|5.7
Princess Caraboo|Comedy|6.0
A Low Down Dirty Shame|Action|6.0
Lightning Jack|Comedy|5.5
A Pure Formality|Crime|7.7
Swimming with Sharks|Comedy|7.1
I Love Trouble|Action|5.3
A Troll in Central Park|Animation|5.4
Mosquito|Horror|4.7
Blankman|Action|5.0
Trading Mom|Comedy|5.6
A Simple Twist of Fate|Comedy|6.3
Farinelli|Biography|6.8
Priest|Drama|7.1
